pkey,created_on,last_updated_on,version,batting_hand,style_batting,date_of_birth,place_of_birth,bowling_hand,style_bowling,bowling_type,country,fielding_pos,first_name,url_img,last_name,middle_name,playing_role,short_name,src_id,url_thumb
3235,"2021-02-15 01:11:05",NULL,0,RIGHT,"Right Hand Bat",1998-01-09,,RIGHT,"Right Arm Off Break",OFF_SPIN,lk,NULL,"Shammu Ashan",,,,,"S Ashan",1138,
3236,"2021-02-15 01:11:05",NULL,0,RIGHT,"Right Hand Bat",2001-10-20,,NULL,,NULL,,NULL,"Sundeep Jora",,,,,"S Jora",94196,
3237,"2021-02-15 01:11:05",NULL,0,RIGHT,"Right Hand Bat",1997-01-22,,RIGHT,"Right Arm Medium",MEDIUM,,NULL,"Kushal Bhurtel",,,,,"K Bhurtel",1077,
3238,"2021-02-15 01:11:05",NULL,0,LEFT,"Left hand Bat",1998-10-09,,NULL,,NULL,lk,NULL,"Vishva Chathuranga",,,,,"V Chathuranga",93183,
3239,"2021-02-15 01:11:06",NULL,0,RIGHT,"Right Hand Bat",1999-04-13,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,lk,NULL,"Jehan Daniel",,,,,"JKC Daniel",1296,
3240,"2021-02-15 01:11:06",NULL,0,NULL,,0002-11-30,,NULL,,NULL,,NULL,"Pawan Sarraf",,,,,"P Sarraf",94199,
3241,"2021-02-15 01:11:06",NULL,0,RIGHT,"Right Hand Bat",2001-02-21,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,np,NULL,"Rashid Khan",,,,,"Rashid Khan",94197,
3242,"2021-02-15 01:11:07",NULL,0,RIGHT,"Right Hand Bat",0002-11-30,,RIGHT,"Right Arm Medium",MEDIUM,np,NULL,"Avinash Bohara",,,,,"A Bohara",94390,
3243,"2021-02-15 01:11:07",NULL,0,RIGHT,"Right Hand Bat",1998-12-21,,RIGHT,"Right Arm Off Break",OFF_SPIN,lk,NULL,"Hasitha Boyagoda",,,,,"H Boyagoda",93617,
3244,"2021-02-15 01:11:10",NULL,0,RIGHT,"Right Hand Bat",1997-12-08,,RIGHT,"Right Arm Off Break",OFF_SPIN,,NULL,"Umar Adam",,,,,"Umar Adam",96548,
3245,"2021-02-15 01:11:10",NULL,0,NULL,,0002-11-30,,NULL,,NULL,,NULL,"Azyan Farhath",,,,,"Azyan Farhath",96549,
3246,"2021-02-15 01:11:10",NULL,0,NULL,,0002-11-30,,NULL,,NULL,,NULL,"Ibrahim Rizan",,,,,"Ibrahim Rizan",94489,
3247,"2021-02-15 01:11:10",NULL,0,RIGHT,"Right Hand Bat",1995-10-07,,RIGHT,"Right Arm Medium",MEDIUM,,NULL,"Leem Shafeeq",,,,,"L Shafeeq",57180,
3248,"2021-02-15 01:11:11",NULL,0,NULL,,0002-11-30,,NULL,,NULL,,NULL,"Nazwan Ismail",,,,,"Nazwan Ismail",96547,
3249,"2021-02-15 01:11:11",NULL,0,NULL,,0002-11-30,,NULL,,NULL,bd,NULL,"Manik Khan",,,,,"Manik Khan",93692,
3250,"2021-02-15 01:11:11",NULL,0,RIGHT,"Right Hand Bat",1991-08-31,,NULL,,NULL,,NULL,"Mohamed Azzam",,,,,"Mohamed Azzam",56610,
3251,"2021-02-15 01:11:11",NULL,0,LEFT,"Left hand Bat",0002-11-30,,LEFT,"Left Arm Fast Medium",FAST_MEDIUM,,NULL,"Ameel Mauroof",,,,,"Ameel Mauroof",75380,
3252,"2021-02-15 01:11:12",NULL,0,NULL,,1997-12-08,,NULL,,NULL,,NULL,"Umar Adam",,,,,"Umar Adam",56615,
3253,"2021-02-15 01:11:12",NULL,0,RIGHT,"Right Hand Bat",2002-11-20,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,bd,NULL,"Mahadi Hasan",,,,,"Mahadi Hasan",92838,
3254,"2021-02-15 01:11:12",NULL,0,RIGHT,"Right Hand Bat",1991-04-21,,RIGHT,"Right Arm Medium",MEDIUM,,NULL,"Ibrahim Hassan",,,,,"Ibrahim Hassan",56617,
3255,"2021-02-15 01:11:13",NULL,0,NULL,,0002-11-30,,NULL,,NULL,bd,NULL,"Shafiqul Islam",,,,,"Shafiqul Islam",94238,
3256,"2021-02-15 01:11:13",NULL,0,RIGHT,"Right Hand Bat",0002-11-30,,RIGHT,"Right Arm Off Break",OFF_SPIN,,NULL,"Ali Ivan",,,,,"Ali Ivan",96595,
3257,"2021-02-15 01:11:13",NULL,0,RIGHT,"Right Hand Bat",0002-11-30,,RIGHT,"Right Arm Off Break",OFF_SPIN,,NULL,"Ali Ivan",,,,,"Ali Ivan",96551,
3258,"2021-02-15 01:11:14",NULL,0,NULL,,0002-11-30,,NULL,,NULL,,NULL,"Azyan Farhath",,,,,"Azyan Farhath",96596,
3259,"2021-02-15 01:11:14",NULL,0,NULL,,0002-11-30,,NULL,,NULL,mv,NULL,"Ibrahim Raid",,,,,"I Raid",96552,
3260,"2021-02-15 01:11:15",NULL,0,RIGHT,"Right Hand Bat",0002-11-30,,RIGHT,"Right Arm Off Break",OFF_SPIN,,NULL,"Mohamed Saafee",,,,,"Mohamed Saafee",75378,
3261,"2021-02-15 01:11:15",NULL,0,NULL,,0002-11-30,,NULL,,NULL,,NULL,"Nazwan Ismail",,,,,"Nazwan Ismail",96597,
3262,"2021-02-15 01:11:15",NULL,0,RIGHT,"Right Hand Bat",1998-10-11,,NULL,,NULL,bd,NULL,"Mahidul Islam",,,,,"Mahidul Islam",63338,
3263,"2021-02-15 01:11:16",NULL,0,RIGHT,"Right Hand Bat",0002-11-30,,LEFT,"Left Arm Orthodox",OFF_SPIN,,NULL,"Ahmed Raid",,,,,"Ahmed Raid",96594,
3264,"2021-02-15 01:11:16",NULL,0,RIGHT,"Right Hand Bat",0002-11-30,,LEFT,"Left Arm Wrist Spin",NULL,,NULL,"Rasheed Rassam",,,,,"Rasheed Rassam",96550,
3265,"2021-02-15 01:11:16",NULL,0,NULL,,1987-07-09,,NULL,,NULL,,NULL,"Mohamed Mahfooz",,,,,"Mohamed Mahfooz",57173,
3266,"2021-02-15 01:11:16",NULL,0,NULL,,1989-07-01,,NULL,,NULL,,NULL,"Ahmed Hassan",,,,,"Ahmed Hassan",56607,
3267,"2021-02-15 01:11:17",NULL,0,RIGHT,"Right Hand Bat",1993-11-25,,NULL,,NULL,,NULL,"Mohamed Rishwan",,,,,"Mohamed Rishwan",56606,
3268,"2021-02-15 01:11:19",NULL,0,NULL,,0002-11-30,,NULL,,NULL,,NULL,"Kinga Loday",,,,,"Kinga Loday",96603,
3269,"2021-02-15 01:11:19",NULL,0,NULL,,0002-11-30,,NULL,,NULL,,NULL,"Sonam Chophel",,,,,"Sonam Chophel",96600,
3270,"2021-02-15 01:11:19",NULL,0,NULL,,0002-11-30,,NULL,,NULL,,NULL,"Tobden Singye",,,,,"Tobden Singye",95457,
3271,"2021-02-15 01:11:19",NULL,0,NULL,,0002-11-30,,NULL,,NULL,bt,NULL,"Tenzin Wangchuk",,,,,"T Wangchuk",58211,
3272,"2021-02-15 01:11:20",NULL,0,RIGHT,"Right Hand Bat",1992-09-18,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,,NULL,"Jigme Singye",,,,,"Jigme Singye",58199,
3273,"2021-02-15 01:11:20",NULL,0,NULL,,0002-11-30,,NULL,,NULL,,NULL,"Karma Dorji",,,,,"Karma Dorji",96560,
3274,"2021-02-15 01:11:20",NULL,0,NULL,,0002-11-30,,NULL,,NULL,,NULL,"Kezang Nima",,,,,"Kezang Nima",95450,
3275,"2021-02-15 01:11:21",NULL,0,RIGHT,"Right Hand Bat",1980-11-22,,RIGHT,"Right Arm Medium",MEDIUM,bt,NULL,"Ugyen Dorji",,,,,"Ugyen Dorji",83677,
3276,"2021-02-15 01:11:21",NULL,0,NULL,,0002-11-30,,NULL,,NULL,,NULL,"Jigme Thinley",,,,,"Jigme Thinley",96559,
3277,"2021-02-15 01:11:21",NULL,0,RIGHT,"Right Hand Bat",0002-11-30,,NULL,,NULL,,NULL,"Tenzin Wangchuk jnr",,,,,"Tenzin Wangchuk jnr",95448,
3278,"2021-02-15 01:11:21",NULL,0,NULL,,0002-11-30,,NULL,,NULL,,NULL,"Ranjung Mikyo Dorji",,,,,"Ranjung Mikyo Dorji",95449,
3279,"2021-02-15 01:11:21",NULL,0,LEFT,"Left hand Bat",1997-08-11,,RIGHT,"Right Arm Off Break",OFF_SPIN,lk,NULL,"Nishan Peiris",,,,,"N Peiris",48459,
3280,"2021-02-15 01:11:22",NULL,0,NULL,,0002-11-30,,NULL,,NULL,,NULL,"Namgang Chejay",,,,,"Namgang Chejay",96599,
3281,"2021-02-15 01:11:22",NULL,0,NULL,,0002-11-30,,NULL,,NULL,,NULL,"Jigme Dorji",,,,,"Jigme Dorji",96557,
3282,"2021-02-15 01:11:22",NULL,0,NULL,,0002-11-30,,NULL,,NULL,,NULL,"Namgang Chejay",,,,,"Namgang Chejay",96558,
3283,"2021-02-15 01:11:23",NULL,0,RIGHT,"Right Hand Bat",1990-03-25,,RIGHT,"Right Arm Medium",MEDIUM,bt,NULL,"Sonam Tobgay",,,,,"S Tobgay",58205,
3284,"2021-02-15 01:11:23",NULL,0,RIGHT,"Right Hand Bat",1992-03-15,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,,NULL,"Thinley Jamtsho",,,,,"Thinley Jamtsho",58207,
3285,"2021-02-15 01:11:23",NULL,0,RIGHT,"Right Hand Bat",1985-03-09,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,bt,NULL,"Suprit Pradhan",,,,,"S Pradhan",58203,
3286,"2021-02-15 01:11:24",NULL,0,RIGHT,"Right Hand Bat",1986-08-23,,RIGHT,"Right Arm Off Break",OFF_SPIN,bt,NULL,"Phuntsho Wangdi",,,,,"P Wangdi",58209,
3287,"2021-02-15 01:11:36",NULL,0,RIGHT,"Right Hand Bat",1998-10-04,,RIGHT,"Right Arm Off Break",OFF_SPIN,lk,NULL,"Lasith Croospulle",,,,,"Lasith Croospulle",96628,
3288,"2021-02-15 01:11:38",NULL,0,NULL,,0002-11-30,,NULL,,NULL,,NULL,"Nazwan Ismail",,,,,"Nazwan Ismail",96626,
3289,"2021-02-15 01:11:39",NULL,0,NULL,,0002-11-30,,NULL,,NULL,it,NULL,"Ahmed Hassan",,,,,"Ahmed Hassan",96630,
3290,"2021-02-15 01:11:43",NULL,0,RIGHT,"Right Hand Bat",1992-04-29,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,na,NULL,"Stephan Baard",,,,,"Stephan Baard",49217,
3291,"2021-02-15 01:11:43",NULL,0,RIGHT,"Right Hand Bat",1995-12-19,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Emmanuel Sebareme",,,,,"E Sebareme",47489,
3292,"2021-02-15 01:11:44",NULL,0,RIGHT,"Right Hand Bat",1984-02-25,,RIGHT,"Right Arm Medium",MEDIUM,na,NULL,"Craig Williams",,,,,"Craig Williams",49227,
3293,"2021-02-15 01:11:44",NULL,0,RIGHT,"Right Hand Bat",1990-10-03,,LEFT,"Left Arm Orthodox",OFF_SPIN,na,NULL,"Bernard Scholtz",,,,,"Bernard Scholtz",49237,
3294,"2021-02-15 01:11:44",NULL,0,RIGHT,"Right Hand Bat",1983-02-13,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,na,NULL,"Sarel Burger",,,,,"SF Burger",49225,
3295,"2021-02-15 01:11:45",NULL,0,RIGHT,"Right Hand Bat",1997-04-30,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Luke Philander",,,,,"L Philander",1033,
3296,"2021-02-15 01:11:45",NULL,0,LEFT,"Left hand Bat",1994-04-06,,LEFT,"Left Arm Fast Medium",FAST_MEDIUM,na,NULL,"Jan Frylinck",,,,,"Jan Frylinck",47528,
3297,"2021-02-15 01:11:45",NULL,0,RIGHT,"Right Hand Bat",1995-04-03,,NULL,,NULL,za,NULL,"Jean Strydom",,,,,"J Strydom",61428,
3298,"2021-02-15 01:11:45",NULL,0,RIGHT,"Right Hand Bat",1999-04-24,,NULL,,NULL,na,NULL,"Lohan Louwrens",,,,,"L Louwrens",1180,
3299,"2021-02-15 01:11:46",NULL,0,RIGHT,"Right Hand Bat",1999-11-03,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,na,NULL,"Petrus Burger",,,,,"P Burger",1386,
3300,"2021-02-15 01:11:46",NULL,0,RIGHT,"Right Hand Bat",1995-04-11,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,na,NULL,"Gerhard Erasmus",,,,,"Gerhard Erasmus",49310,
3301,"2021-02-15 01:11:46",NULL,0,RIGHT,"Right Hand Bat",1993-01-12,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,za,NULL,"Jean Bredenkamp",,,,,"JM Bredenkamp",47593,
3302,"2021-02-15 01:11:46",NULL,0,LEFT,"Left hand Bat",1992-04-17,,LEFT,"Left Arm Medium",MEDIUM,na,NULL,"Tangeni Lungameni",,,,,"Tangeni Lungameni",84882,
3303,"2021-02-15 01:11:49",NULL,0,RIGHT,"Right Hand Bat",1992-05-03,,NULL,,NULL,za,NULL,"Daniel Sincuba",,,,,"DMS Sincuba",47503,
3304,"2021-02-15 01:11:49",NULL,0,LEFT,"Left hand Bat",1997-01-02,,NULL,,NULL,za,NULL,"Murray Commins",,,,,"M Commins",46914,
3305,"2021-02-15 01:11:50",NULL,0,RIGHT,"Right Hand Bat",1998-03-13,,RIGHT,"Right Arm Fast",FAST,za,NULL,"Todd Walker",,,,,"T Walker",48905,
3306,"2021-02-15 01:11:50",NULL,0,RIGHT,"Right Hand Bat",1996-04-12,,RIGHT,"Right Arm Medium",MEDIUM,za,NULL,"Sizwe Zulu",,,,,"S Zulu",57558,
3307,"2021-02-15 01:11:51",NULL,0,RIGHT,"Right Hand Bat",1994-06-05,,NULL,,NULL,za,NULL,"Hanno Kotze",,,,,"HHJ Kotze",53134,
3308,"2021-02-15 01:11:51",NULL,0,RIGHT,"Right Hand Bat",1992-06-19,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,za,NULL,"Armandt Erasmus",,,,,"AF Erasmus",53217,
3309,"2021-02-15 01:11:51",NULL,0,RIGHT,"Right Hand Bat",1988-03-23,,NULL,,NULL,za,NULL,"Letlotlo Sesele",,,,,"LLL Sesele",52998,
3310,"2021-02-15 01:11:51",NULL,0,LEFT,"Left hand Bat",1991-11-15,,NULL,,NULL,za,NULL,"Brendon Louw",,,,,"BI Louw",53017,
3311,"2021-02-15 01:11:52",NULL,0,LEFT,"Left hand Bat",1995-02-20,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Jurie Snyman",,,,,"Jurie Snyman",47560,
3312,"2021-02-15 01:11:52",NULL,0,LEFT,"Left hand Bat",1995-07-10,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Tumelo Simelane",,,,,"T Simelane",47572,
3313,"2021-02-15 01:11:52",NULL,0,RIGHT,"Right Hand Bat",1998-12-31,,RIGHT,"Right Arm Medium",MEDIUM,za,NULL,"Katleho Bala",,,,,"K Bala",45890,
3314,"2021-02-15 01:11:52",NULL,0,RIGHT,"Right Hand Bat",1989-12-12,,RIGHT,"Right Arm Medium",MEDIUM,za,NULL,"Obus Pienaar",,,,,"AJ Pienaar",52979,
3315,"2021-02-15 01:11:53",NULL,0,LEFT,"Left hand Bat",1990-02-16,,LEFT,"Left Arm Fast Medium",FAST_MEDIUM,za,NULL,"Clayton August",,,,,"CJ August",47570,
3316,"2021-02-15 01:11:53",NULL,0,RIGHT,"Right Hand Bat",1987-11-22,,NULL,,NULL,za,NULL,"Tumelo Bodibe",,,,,"TM Bodibe",52978,
3317,"2021-02-15 01:11:57",NULL,0,LEFT,"Left hand Bat",1994-01-14,,LEFT,"Left Arm Medium",MEDIUM,za,NULL,"Wesley Coulentianos",,,,,"W Coulentianos",47562,
3318,"2021-02-15 01:11:59",NULL,0,RIGHT,"Right Hand Bat",1995-05-06,,RIGHT,"Right Arm Medium",MEDIUM,za,NULL,"Mthobeli Bangindawo",,,,,"M Bangindawo",90248,
3319,"2021-02-15 01:12:01",NULL,0,RIGHT,"Right Hand Bat",1995-03-03,,RIGHT,"Right Arm Medium",MEDIUM,za,NULL,"Kofi Apea-Adu",,,,,"K Apea-Adu",47569,
3320,"2021-02-15 01:12:05",NULL,0,RIGHT,"Right Hand Bat",1994-04-12,,RIGHT,"Right Arm Medium",MEDIUM,za,NULL,"Shaylen Pillay",,,,,"S Pillay",46145,
3321,"2021-02-15 01:12:05",NULL,0,RIGHT,"Right Hand Bat",1997-07-08,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Farhaan Sayanvala",,,,,"F Sayanvala",1031,
3322,"2021-02-15 01:12:06",NULL,0,RIGHT,"Right Hand Bat",1989-05-25,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Zaid Saloojee",,,,,"Z Saloojee",53182,
3323,"2021-02-15 01:12:06",NULL,0,RIGHT,"Right Hand Bat",1996-07-17,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Mathew Christensen",,,,,"MC Christensen",56225,
3324,"2021-02-15 01:12:06",NULL,0,RIGHT,"Right Hand Bat",1991-05-22,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,za,NULL,"David White",,,,,"DJ White",52296,
3325,"2021-02-15 01:12:06",NULL,0,RIGHT,"Right Hand Bat",1992-07-07,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,za,NULL,"Brad Dolley",,,,,"BM Dolley",53056,
3326,"2021-02-15 01:12:07",NULL,0,RIGHT,"Right Hand Bat",1990-08-28,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,za,NULL,"Matt McGillivray",,,,,"MK McGillivray",53045,
3327,"2021-02-15 01:12:10",NULL,0,LEFT,"Left hand Bat",1999-01-18,,NULL,,NULL,za,NULL,"Jiveshan Pillay",,,,,"J Pillay",46845,
3328,"2021-02-15 01:12:11",NULL,0,RIGHT,"Right Hand Bat",1997-04-18,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Ruan Haasbroek",,,,,"R Haasbroek",46831,
3329,"2021-02-15 01:12:11",NULL,0,RIGHT,"Right Hand Bat",1993-08-12,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Ruben Claassen",,,,,"R Claassen",48787,
3330,"2021-02-15 01:12:11",NULL,0,RIGHT,"Right Hand Bat",1993-09-09,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Lerato Kgoatle",,,,,"LJ Kgoatle",47531,
3331,"2021-02-15 01:12:12",NULL,0,RIGHT,"Right Hand Bat",1990-06-08,,RIGHT,"Right Arm Fast",FAST,za,NULL,"Ayavuya Myoli",,,,,"A Myoli",53080,
3332,"2021-02-15 01:12:12",NULL,0,RIGHT,"Right Hand Bat",1997-05-06,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,za,NULL,"Luvuyo Nkese",,,,,"L Nkese",46868,
3333,"2021-02-15 01:12:12",NULL,0,RIGHT,"Right Hand Bat",1990-10-02,,LEFT,"Left Arm Orthodox",OFF_SPIN,za,NULL,"Johannes Diseko",,,,,"JN Diseko",53032,
3334,"2021-02-15 01:12:12",NULL,0,RIGHT,"Right Hand Bat",1989-01-21,,RIGHT,"Right Arm Medium",MEDIUM,za,NULL,"Brady Barends",,,,,"BL Barends",53106,
3335,"2021-02-15 01:12:14",NULL,0,RIGHT,"Right Hand Bat",1993-04-08,,RIGHT,"Right Arm Medium",MEDIUM,za,NULL,"Yassar Cook",,,,,"MY Cook",47547,
3336,"2021-02-15 01:12:15",NULL,0,RIGHT,"Right Hand Bat",1993-08-05,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,za,NULL,"Roger Arendse",,,,,"R Arendse",65759,
3337,"2021-02-15 01:12:20",NULL,0,RIGHT,"Right Hand Bat",1997-05-24,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Lesego Senokwane",,,,,"L Senokwane",46885,
3338,"2021-02-15 01:12:22",NULL,0,RIGHT,"Right Hand Bat",1995-04-24,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Karabo Mogotsi",,,,,"K Mogotsi",47538,
3339,"2021-02-15 01:12:22",NULL,0,LEFT,"Left hand Bat",1992-09-25,,RIGHT,"Right Arm Off Break",OFF_SPIN,ke,NULL,"Irfan Karim",,,,,"IA Karim",48735,
3340,"2021-02-15 01:12:23",NULL,0,RIGHT,"Right Hand Bat",1989-03-21,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,ke,NULL,"Nelson Odhiambo",,,,,"NM Odhiambo",49206,
3341,"2021-02-15 01:12:23",NULL,0,LEFT,"Left hand Bat",1997-01-27,,RIGHT,"Right Arm Fast",FAST,za,NULL,"Nealan van Heerden",,,,,"N van Heerden",61363,
3342,"2021-02-15 01:12:23",NULL,0,RIGHT,"Right Hand Bat",1989-07-12,,RIGHT,"Right Arm Off Break",OFF_SPIN,ke,NULL,"Rakep Patel",,,,,"RR Patel",49215,
3343,"2021-02-15 01:12:23",NULL,0,RIGHT,"Right Hand Bat",1991-08-07,,LEFT,"Left Arm Fast Medium",FAST_MEDIUM,ke,NULL,"Lucas Oluoch",,,,,"L Oluoch",49214,
3344,"2021-02-15 01:12:23",NULL,0,RIGHT,"Right Hand Bat",1995-03-25,,RIGHT,"Right Arm Medium",MEDIUM,za,NULL,"Andrew Rasemene",,,,,"A Rasemene",61456,
3345,"2021-02-15 01:12:24",NULL,0,RIGHT,"Right Hand Bat",1989-06-04,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,za,NULL,"Loyiso Mdasha",,,,,"LT Mdashe",53350,
3346,"2021-02-15 01:12:24",NULL,0,LEFT,"Left hand Bat",1998-01-19,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,ke,NULL,"Gurdeep Singh",,,,,"Gurdeep Singh",52850,
3347,"2021-02-15 01:12:24",NULL,0,RIGHT,"Right Hand Bat",1987-12-25,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,ke,NULL,"Alex Obanda",,,,,"AA Obanda",55501,
3348,"2021-02-15 01:12:24",NULL,0,RIGHT,"Right Hand Bat",1994-12-05,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,ke,NULL,"Dhiren Gondaria",,,,,"DM Gondaria",59226,
3349,"2021-02-15 01:12:25",NULL,0,RIGHT,"Right Hand Bat",1981-07-27,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,ke,NULL,"Collins Obuya",,,,,"CO Obuya",49202,
3350,"2021-02-15 01:12:25",NULL,0,LEFT,"Left hand Bat",1990-01-23,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Patrick Botha",,,,,"P Botha",53009,
3351,"2021-02-15 01:12:25",NULL,0,RIGHT,"Right Hand Bat",1989-06-06,,LEFT,"Left Arm Orthodox",OFF_SPIN,ke,NULL,"Shem Ngoche",,,,,"SO Ngoche",49212,
3352,"2021-02-15 01:12:25",NULL,0,RIGHT,"Right Hand Bat",1983-08-07,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,ke,NULL,"Nehemiah Odhiambo",,,,,"NN Odhiambo",49200,
3353,"2021-02-15 01:12:26",NULL,0,RIGHT,"Right Hand Bat",0002-11-30,,RIGHT,"Right Arm Medium",MEDIUM,ke,NULL,"Pushpak Kerai",,,,,"P Kerai",90806,
3354,"2021-02-15 01:12:28",NULL,0,RIGHT,"Right Hand Bat",1994-01-01,,RIGHT,"Right Arm Medium",MEDIUM,za,NULL,"Kagiso Mohale",,,,,"K Mohale",47527,
3355,"2021-02-15 01:12:29",NULL,0,RIGHT,"Right Hand Bat",1997-06-02,,NULL,,NULL,za,NULL,"Jason Wagener",,,,,"J Wagener",48977,
3356,"2021-02-15 01:12:29",NULL,0,RIGHT,"Right Hand Bat",1996-05-03,,RIGHT,"Right Arm Fast",FAST,za,NULL,"Bruce Kerr",,,,,"B Kerr",47513,
3357,"2021-02-15 01:12:29",NULL,0,RIGHT,"Right Hand Bat",1999-12-25,,RIGHT,"Right Arm Medium",MEDIUM,za,NULL,"Andile Mokgakane",,,,,"A Mokgakane",93376,
3358,"2021-02-15 01:12:30",NULL,0,RIGHT,"Right Hand Bat",1998-04-29,,RIGHT,"Right Arm Medium",MEDIUM,za,NULL,"Zakariya Paruk",,,,,"Z Paruk",46057,
3359,"2021-02-15 01:12:30",NULL,0,RIGHT,"Right Hand Bat",1998-08-14,,LEFT,"Left Arm Medium Fast",MEDIUM_FAST,za,NULL,"Themba Maupa",,,,,"T Maupa",45949,
3360,"2021-02-15 01:12:30",NULL,0,LEFT,"Left hand Bat",1997-10-25,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,za,NULL,"Tyron Koen",,,,,"T Koen",46846,
3361,"2021-02-15 01:12:30",NULL,0,RIGHT,"Right Hand Bat",1990-01-28,,LEFT,"Left Arm Orthodox",OFF_SPIN,za,NULL,"Akhona Kula",,,,,"AE Kula",53174,
3362,"2021-02-15 01:12:31",NULL,0,RIGHT,"Right Hand Bat",1995-09-10,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,za,NULL,"Aidan Brooker",,,,,"AM Brooker",55659,
3363,"2021-02-15 01:12:31",NULL,0,RIGHT,"Right Hand Bat",1983-03-16,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Werner Coetsee",,,,,"WL Coetsee",52951,
3364,"2021-02-15 01:12:31",NULL,0,RIGHT,"Right Hand Bat",1993-03-19,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Khalipha Cele",,,,,"KA Cele",51139,
3365,"2021-02-15 01:12:31",NULL,0,RIGHT,"Right Hand Bat",1993-08-20,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Mishkal Ramsaroop",,,,,"MR Ramsaroop",47493,
3366,"2021-02-15 01:12:34",NULL,0,RIGHT,"Right Hand Bat",1995-04-07,,NULL,,NULL,za,NULL,"Jason Oakes",,,,,"JP Oakes",47514,
3367,"2021-02-15 01:12:37",NULL,0,RIGHT,"Right Hand Bat",1993-09-08,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,ke,NULL,"Emmanuel Bundi",,,,,"EB Ringera",52849,
3368,"2021-02-15 01:12:37",NULL,0,RIGHT,"Right Hand Bat",1994-05-10,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Dudu Zondo",,,,,"ZZ Zondo",90270,
3369,"2021-02-15 01:12:37",NULL,0,LEFT,"Left hand Bat",1993-06-29,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,ke,NULL,"Rushab Patel",,,,,"RN Patel",83397,
3370,"2021-02-15 01:12:39",NULL,0,RIGHT,"Right Hand Bat",1996-05-03,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Richard Ntumka",,,,,"R Ntumka",57537,
3371,"2021-02-15 01:12:40",NULL,0,RIGHT,"Right Hand Bat",1992-11-09,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,za,NULL,"Gareth Dukes",,,,,"G Dukes",47603,
3372,"2021-02-15 01:12:41",NULL,0,RIGHT,"Right Hand Bat",1991-03-02,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,za,NULL,"Ruhan Pretorius",,,,,"R Pretorius",47601,
3373,"2021-02-15 01:12:41",NULL,0,LEFT,"Left hand Bat",1987-11-25,,LEFT,"Left Arm Orthodox",OFF_SPIN,za,NULL,"Kyle Nipper",,,,,"K Nipper",47621,
3374,"2021-02-15 01:12:41",NULL,0,RIGHT,"Right Hand Bat",1987-03-18,,NULL,,NULL,za,NULL,"Lefa Mosena",,,,,"LN Mosena",47600,
